pmid,title,year,journal,publication_type,authors,doi,pmcid,url,abstract,fetched_at
39124276,Enhancing ,2024,"Plants (Basel, Switzerland)",Journal Article,De la Cruz Gómez N; Poza-Carrión C; Del Castillo-González L,10.3390/plants13152158,PMC11313925,https://www.ncbi.nlm.nih.gov/pubmed/39124276,"The use of natural-origin biomaterials in bioengineering has led to innovative approaches in agroforestry. Bacterial cellulose (BC), sharing the same chemical formula as plant-origin cellulose (PC), exhibits significantly different biochemical properties, including a high degree of crystallinity and superior water retention capacity. Previous research showed that natural-origin glucose-based chitin enhanced plant growth in both herbaceous and non-herbaceous plants. In this study, we produced BC in the laboratory and investigated its effects on the substrate and on Solanum lycopersicum seedlings. Soil amended with BC increased root growth compared with untreated seedlings. Additionally, under limited irrigation conditions, BC increased global developmental parameters including fresh and dry weight, as well as total carbon and nitrogen content. Under non-irrigation conditions, BC contributed substantially to plant survival. RNA sequencing (Illumina®) on BC-treated seedlings revealed that BC, despite its bacterial origin, did not stress the plants, confirming its innocuous nature, and it lightly induced genes related to root development and cell division as well as inhibition of stress responses and defense. The presence of BC in the organic substrate increased soil availability of phosphorus (P), iron (Fe), and potassium (K), correlating with enhanced nutrient uptake in plants. Our results demonstrate the potential of BC for improving soil nutrient availability and plant tolerance to low irrigation, making it valuable for agricultural and forestry purposes in the context of global warming.",2026-02-13T16:00:45.527858
19837731,"Gene expression analysis in cadmium-stressed roots of a low cadmium-accumulating solanaceous plant, Solanum torvum.",2010,Journal of experimental botany,"Journal Article; Research Support, Non-U.S. Gov't",Yamaguchi H; Fukuoka H; Arao T,10.1093/jxb/erp313,PMC2803209,https://www.ncbi.nlm.nih.gov/pubmed/19837731,"Solanum torvum Sw. cv. Torubamubiga (TB) is a low cadmium (Cd)-accumulating plant. To elucidate the molecular mechanisms of the Cd acclimation process in TB roots, transcriptional regulation was analysed in response to mild Cd treatment: 0.1 muM CdCl(2) in hydroponic solution. A unigene set consisting of 6296 unigene sequences was constructed from 18 816 TB cDNAs. The distribution of functional categories was similar to tomato, while 330 unigenes were suggested to be TB specific. For expression profiling, the SuperSAGE method was adapted for use with Illumina sequencing technology. Expression tag libraries were constructed from Cd-treated (for 3 h, 1 d, and 3 d) and untreated roots, and 34 269 species of independent tags were collected. Moreover, 6237 tags were ascribed to the TB or eggplant (aubergine) unigene sequences. Time-course changes were examined, and 2049 up- and 2022 down-regulated tags were identified. Although no tags annotated to metal transporter genes were significantly regulated, a tag annotated to AtFRD3, a xylem-loading citrate transporter, was down-regulated. In addition to induction of heavy metal chaperone proteins, antioxidative and sulphur-assimilating enzymes were induced, confirming that oxidative stress developed even using a mild Cd concentration. Rapid repression of dehydration-related transcription factors and aquaporin isoforms suggests that dehydration stress is a potential constituent of Cd-induced biochemical impediments. These transcriptional changes were also confirmed by real-time reverse transcription-PCR. Further additions of TB unigene sequences and functional analysis of the regulated tags will reveal the molecular basis of the Cd acclimation process, including the low Cd-accumulating characteristics of TB.",2026-02-13T16:00:46.196201
37332696,Transcriptomic analysis reveals the gene regulatory networks involved in leaf and root response to osmotic stress in tomato.,2023,Frontiers in plant science,Journal Article,Pirona R; Frugis G; Locatelli F,10.3389/fpls.2023.1155797,PMC10272567,https://www.ncbi.nlm.nih.gov/pubmed/37332696,"Tomato (Solanum lycopersicum L.) is a major horticultural crop that is cultivated worldwide and is characteristic of the Mediterranean agricultural system. It represents a key component of the diet of billion people and an important source of vitamins and carotenoids. Tomato cultivation in open field often experiences drought episodes, leading to severe yield losses, since most modern cultivars are sensitive to water deficit. Water stress leads to changes in the expression of stress-responsive genes in different plant tissues, and transcriptomics can support the identification of genes and pathways regulating this response.",2026-02-13T16:00:47.018763
40403157,Conservation and divergence of regulatory architecture in nitrate-responsive plant gene circuits.,2025,The Plant cell,Journal Article,Bian C; Demirer GS; Oz MT,10.1093/plcell/koaf124,PMC12205479,https://www.ncbi.nlm.nih.gov/pubmed/40403157,"Plant roots dynamically respond to nitrogen availability by executing a signaling and transcriptional cascade resulting in altered plant growth that is optimized for nutrient uptake. The NIN-LIKE PROTEIN 7 (NLP7) transcription factor senses nitrogen and, along with its paralog NLP6, partially coordinates transcriptional responses. While the post-translational regulation of NLP6 and NLP7 is well established, their upstream transcriptional regulation remains understudied in Arabidopsis (Arabidopsis thaliana) and other plant species. Here, we dissected a known sub-circuit upstream of NLP6 and NLP7 in Arabidopsis, which was predicted to contain multiple multi-node feedforward loops suggestive of an optimized design principle of nitrogen transcriptional regulation. This sub-circuit comprises AUXIN RESPONSE FACTOR 18 (ARF18), ARF9, DEHYDRATION-RESPONSIVE ELEMENT-BINDING PROTEIN 26 (DREB26), Arabidopsis NAC-DOMAIN CONTAINING PROTEIN 32 (ANAC032), NLP6 and NLP7 and their regulation of NITRITE REDUCTASE 1 (NIR1). Conservation and divergence of this circuit and its influence on nitrogen-dependent root system architecture were similarly assessed in tomato (Solanum lycopersicum). The specific binding sites of these factors within their respective promoters and their putative cis-regulatory architectures were identified. The direct or indirect nature of these interactions was validated in planta. The resulting models were genetically validated in varying concentrations of available nitrate by measuring the transcriptional output of the network revealing rewiring of nitrogen regulation across distinct plant lineages.",2026-02-13T16:00:47.845290
37687323,Genome-Wide Analysis and Expression Profiling of Trehalose-6-Phosphate Phosphatase (TPP) in ,2023,"Plants (Basel, Switzerland)",Journal Article,Omari Alzahrani F,10.3390/plants12173076,PMC10490027,https://www.ncbi.nlm.nih.gov/pubmed/37687323,"Trehalose, a nonreducing disaccharide, has been linked to plant growth and development as well as stress response. The enzyme trehalose-6-phosphate phosphatase (TPP) plays a crucial role in the production of trehalose in higher plants. This study identified a total of seven TPP family genes within the pomegranate species (PgTPP1-PgTPP7). Three subgroups of the seven PgTPPs were identified through phylogenetic analysis. The gene length, coding sequence (CD) length, and chromosomal location of the PgTPP genes were studied. In addition, the PgTPP proteins' length, isoelectric point (Ip), grand average of hydropathicity (GRAVY), conserved domains, conserved motifs, synteny, and phylogenetic relationships with Arabidopsis and tomato TPP proteins were examined. The cis-acting elements in the promoter region and the expression of the PgTPP genes under abscisic acid (ABA)-mediated drought stress as well as the differences in expression in the root, flower, and leaf tissues were also assessed. The PgTPP2 and PgTPP5 genes are involved in the response to abscisic-acid-mediated drought stress, as shown by drought-mediated stress transcriptomes. The PgTPP1 and PgTPP2 genes were expressed only in floral tissue and roots, respectively. The remaining PgTPPs did not exhibit any significant alterations in gene expression in roots, flowers, or leaves. The current study has the potential to provide a comprehensive understanding of the biological characteristics of PgTPP proteins in various developmental processes and their role in the pomegranate plant's response to different stressors. However, further research is required to explore their precise biological role. Hence, conducting a comprehensive functional validation study on PgTPPs could contribute to the development of stress-resistant agricultural cultivars.",2026-02-13T16:00:48.558487
38078116,Diverse plant promoting bacterial species differentially improve tomato plant fitness under water stress.,2023,Frontiers in plant science,Journal Article,Zampieri E; Franchi E; Giovannini L,10.3389/fpls.2023.1297090,PMC10706133,https://www.ncbi.nlm.nih.gov/pubmed/38078116,"Food crops are increasingly susceptible to the challenging impacts of climate change, encompassing both abiotic and biotic stresses, that cause yield losses. Root-associated microorganisms, including plant growth-promoting bacteria (PGPB), can improve plant growth as well as plant tolerance to environmental stresses. The aims of this work were to characterize bacteria isolated from soil and roots of tomato plants grown in open field.",2026-02-13T16:00:49.420926
18636230,Nucleotide polymorphism in the drought responsive gene Asr2 in wild populations of tomato.,2009,Genetica,"Journal Article; Research Support, Non-U.S. Gov't",Giombini MI; Frankel N; Iusem ND,10.1007/s10709-008-9295-1,NA,https://www.ncbi.nlm.nih.gov/pubmed/18636230,"The Asr gene family (named after abscicic acid [ABA], stress, ripening), exclusively present in plant genomes, is involved in transcriptional regulation. Its members are up-regulated in roots and leaves of water- or salt-stressed plants. In previous work, evidence of adaptive evolution (as inferred from synonymous and nonsynonymous divergence rates) has been reported for Asr2 in Solanum chilense and S. arcanum, two species dwelling in habitats with different precipitation regimes. In this paper we investigate patterns of intraspecific nucleotide variation in Asr2 and the unlinked locus CT114 in S. chilense and S. arcanum. The extent of nucleotide diversity in Asr2 differed between species in more than one order of magnitude. In both species we detected evidence of non-neutral evolution, which may be ascribed to different selective regimes, potentially associated to unique climatic features, or, alternatively, to demographic events. The results are discussed in the light of demographic and selective hypotheses.",2026-02-13T16:00:50.020130
28155115,Overexpression of persimmon DkXTH1 enhanced tolerance to abiotic stress and delayed fruit softening in transgenic plants.,2017,Plant cell reports,Journal Article,Han Y; Han S; Ban Q,10.1007/s00299-017-2105-4,NA,https://www.ncbi.nlm.nih.gov/pubmed/28155115,"DkXTH1 promoted cell elongation and more strength to maintain structural integrity by involving in cell wall assembly, thus enhanced tolerance to abiotic stress with broader phenotype in transgenic plants. Xyloglucan endotransglucosylase/hydrolase (XTH) is thought to play a key role in cell wall modifications by cleaving and re-joining xyloglucan, and participates in the diverse physiological processes. DkXTH1 was found to peak in immature expanding persimmon fruit, and its higher expression level exhibited along with firmer fruit during storage. In the present study, transgenic Arabidopsis and tomato plants were generated with DkXTH1 constitutively expressed. Overexpression of DkXTH1 enhanced tolerance to salt, ABA and drought stresses in transgenic Arabidopsis plants with respect to root and leaf growth, and survival. Transgenic tomatoes collected at the mature green stage, presented delayed fruit softening coupled with postponed color change, a later and lower ethylene peak, and higher firmness in comparison with the wild-type tomatoes during storage. Furthermore, broader leaves and tomato fruit with larger diameter were gained in transgenic Arabidopsis and tomato, respectively. Most importantly, transgenic plants exhibited more large and irregular cells with higher density of cell wall and intercellular spaces, resulting from the overactivity of XET enzymes involving in cell wall assembly. We suggest that DkXTH1 expression resulted in cells with more strength and thickness to maintain structural integrity, and thus enhanced tolerance to abiotic stress and delayed fruit softening in transgenic plants.",2026-02-13T16:00:50.690151
36818888,Enriching drought resistance in ,2023,Frontiers in plant science,Journal Article,Perveen K; Alfagham AT; Debnath S,10.3389/fpls.2023.1106857,PMC9933497,https://www.ncbi.nlm.nih.gov/pubmed/36818888,"Drought is the largest abiotic factor impacting agriculture. Plants are challenged by both natural and artificial stressors because they are immobile. To produce drought-resistant plants, we need to know how plants react to drought. A largescale proteome study of leaf and root tissue found drought-responsive proteins. Tomato as a vegetable is grown worldwide. Agricultural biotechnology focuses on creating drought-resistant cultivars. This is important because tomato drought is so widespread. Breeders have worked to improve tomato quality, production, and stress resistance. Conventional breeding approaches have only increased drought tolerance because of drought's complexity. Many studies have examined how tomatoes handle drought. With genomics, transcriptomics, proteomics, metabolomics, and modern sequencing technologies, it's easier to find drought-responsive genes.",2026-02-13T16:00:51.381562
29489914,Auxin Response Factors (ARFs) are potential mediators of auxin action in tomato response to biotic and abiotic stress (Solanum lycopersicum).,2018,PloS one,"Journal Article; Research Support, Non-U.S. Gov't",Bouzroud S; Gouiaa S; Hu N,10.1371/journal.pone.0193517,PMC5831009,https://www.ncbi.nlm.nih.gov/pubmed/29489914,"Survival biomass production and crop yield are heavily constrained by a wide range of environmental stresses. Several phytohormones among which abscisic acid (ABA), ethylene and salicylic acid (SA) are known to mediate plant responses to these stresses. By contrast, the role of the plant hormone auxin in stress responses remains so far poorly studied. Auxin controls many aspects of plant growth and development, and Auxin Response Factors play a key role in the transcriptional activation or repression of auxin-responsive genes through direct binding to their promoters. As a mean to gain more insight on auxin involvement in a set of biotic and abiotic stress responses in tomato, the present study uncovers the expression pattern of SlARF genes in tomato plants subjected to biotic and abiotic stresses. In silico mining of the RNAseq data available through the public TomExpress web platform, identified several SlARFs as responsive to various pathogen infections induced by bacteria and viruses. Accordingly, sequence analysis revealed that 5' regulatory regions of these SlARFs are enriched in biotic and abiotic stress-responsive cis-elements. Moreover, quantitative qPCR expression analysis revealed that many SlARFs were differentially expressed in tomato leaves and roots under salt, drought and flooding stress conditions. Further pointing to the putative role of SlARFs in stress responses, quantitative qPCR expression studies identified some miRNA precursors as potentially involved in the regulation of their SlARF target genes in roots exposed to salt and drought stresses. These data suggest an active regulation of SlARFs at the post-transcriptional level under stress conditions. Based on the substantial change in the transcript accumulation of several SlARF genes, the data presented in this work strongly support the involvement of auxin in stress responses thus enabling to identify a set of candidate SlARFs as potential mediators of biotic and abiotic stress responses.",2026-02-13T16:00:52.108840
31456765,Transcriptomic Responses to Water Deficit and Nematode Infection in Mycorrhizal Tomato Roots.,2019,Frontiers in microbiology,Journal Article,Balestrini R; Rosso LC; Veronico P,10.3389/fmicb.2019.01807,PMC6700261,https://www.ncbi.nlm.nih.gov/pubmed/31456765,"Climate changes include the intensification of drought in many parts of the world, increasing its frequency, severity and duration. However, under natural conditions, environmental stresses do not occur alone, and, in addition, more stressed plants may become more susceptible to attacks by pests and pathogens. Studies on the impact of the arbuscular mycorrhizal (AM) symbiosis on tomato response to water deficit showed that several drought-responsive genes are differentially regulated in AM-colonized tomato plants (roots and leaves) during water deficit. To date, global changes in mycorrhizal tomato root transcripts under water stress conditions have not been yet investigated. Here, changes in root transcriptome in the presence of an AM fungus, with or without water stress (WS) application, have been evaluated in a commercial tomato cultivar already investigated for the water stress response during AM symbiosis. Since root-knot nematodes (RKNs, Meloidogyne incognita) are obligate endoparasites and cause severe yield losses in tomato, the impact of the AM fungal colonization on RKN infection at 7 days post-inoculation was also evaluated. Results offer new information about the response to AM symbiosis, highlighting a functional redundancy for several tomato gene families, as well as on the tomato and fungal genes involved in WS response during symbiosis, underlying the role of the AM fungus. Changes in the expression of tomato genes related to nematode infection during AM symbiosis highlight a role of AM colonization in triggering defense responses against RKN in tomato. Overall, new datasets on the tomato response to an abiotic and biotic stress during AM symbiosis have been obtained, providing useful data for further researches.",2026-02-13T16:00:52.906197
29192027,Transcription Factor-Mediated Control of Anthocyanin Biosynthesis in Vegetative Tissues.,2018,Plant physiology,"Journal Article; Research Support, Non-U.S. Gov't",Outchkourov NS; Karlova R; Hölscher M,10.1104/pp.17.01662,PMC5813534,https://www.ncbi.nlm.nih.gov/pubmed/29192027,"Plants accumulate secondary metabolites to adapt to environmental conditions. These compounds, here exemplified by the purple-colored anthocyanins, are accumulated upon high temperatures, UV-light, drought, and nutrient deficiencies, and may contribute to tolerance to these stresses. Producing compounds is often part of a more broad response of the plant to changes in the environment. Here we investigate how a transcription-factor-mediated program for controlling anthocyanin biosynthesis also has effects on formation of specialized cell structures and changes in the plant root architecture. A systems biology approach was developed in tomato (Solanum lycopersicum) for coordinated induction of biosynthesis of anthocyanins, in a tissue- and development-independent manner. A transcription factor couple from Antirrhinum that is known to control anthocyanin biosynthesis was introduced in tomato under control of a dexamethasone-inducible promoter. By application of dexamethasone, anthocyanin formation was induced within 24 h in vegetative tissues and in undifferentiated cells. Profiles of metabolites and gene expression were analyzed in several tomato tissues. Changes in concentration of anthocyanins and other phenolic compounds were observed in all tested tissues, accompanied by induction of the biosynthetic pathways leading from Glc to anthocyanins. A number of pathways that are not known to be involved in anthocyanin biosynthesis were observed to be regulated. Anthocyanin-producing plants displayed profound physiological and architectural changes, depending on the tissue, including root branching, root epithelial cell morphology, seed germination, and leaf conductance. The inducible anthocyanin-production system reveals a range of phenomena that accompanies anthocyanin biosynthesis in tomato, including adaptions of the plants architecture and physiology.",2026-02-13T16:00:53.633045
29121241,Suppressing Type 2C Protein Phosphatases Alters Fruit Ripening and the Stress Response in Tomato.,2018,Plant & cell physiology,Journal Article,Zhang Y; Li Q; Jiang L,10.1093/pcp/pcx169,NA,https://www.ncbi.nlm.nih.gov/pubmed/29121241,"Although ABA signaling has been widely studied in Arabidopsis, the roles of core ABA signaling components in fruit remain poorly understood. Herein, we characterize SlPP2C1, a group A type 2C protein phosphatase that negatively regulates ABA signaling and fruit ripening in tomato. The SlPP2C1 protein was localized in the cytoplasm close to AtAHG3/AtPP2CA. The SlPP2C1 gene was expressed in all tomato tissues throughout development, particularly in flowers and fruits, and it was up-regulated by dehydration and ABA treatment. SlPP2C1 expression in fruits was increased at 30 d after full bloom and peaked at the B + 1 stage. Suppression of SlPP2C1 expression significantly accelerated fruit ripening which was associated with higher levels of ABA signaling genes that are reported to alter the expression of fruit ripening genes involved in ethylene release and cell wall catabolism. SlPP2C1-RNAi (RNA interference) led to increased endogenous ABA accumulation and advanced release of ethylene in transgenic fruits compared with wild-type (WT) fruits. SlPP2C1-RNAi also resulted in abnormal flowers and obstructed the normal abscission of pedicels. SlPP2C1-RNAi plants were hypersensitized to ABA, and displayed delayed seed germination and primary root growth, and increased resistance to drought stress compared with WT plants. These results demonstrated that SlPP2C1 is a functional component in the ABA signaling pathway which participates in fruit ripening, ABA responses and drought tolerance.",2026-02-13T16:00:54.234698
23807313,Epigenetic marks in an adaptive water stress-responsive gene in tomato roots under normal and drought conditions.,2013,Epigenetics,"Journal Article; Research Support, Non-U.S. Gov't",González RM; Ricardi MM; Iusem ND,10.4161/epi.25524,PMC3883789,https://www.ncbi.nlm.nih.gov/pubmed/23807313,"Tolerance to water deficits was evolutionarily relevant to the conquest of land by primitive plants. In this context, epigenetic events may have played important roles in the establishment of drought stress responses. We decided to inspect epigenetic marks in the plant organ that is crucial in the sensing of drought stress: the root. Using tomato as a crop model plant, we detected the methylated epialleles of Asr2, a protein-coding gene widespread in the plant kingdom and thought to alleviate restricted water availability. We found 3 contexts (CG, CNG, and CNN) of methylated cytosines in the regulatory region of Solanum lycopersicum Asr2 but only one context (CG) in the gene body. To test the hypothesis of a link between epigenetics marks and the adaptation of plants to drought, we explored the cytosine methylation status of Asr2 in the root resulting from water-deficit stress conditions. We found that a brief exposure to simulated drought conditions caused the removal of methyl marks in the regulatory region at 77 of the 142 CNN sites. In addition, the study of histone modifications around this model gene in the roots revealed that the distal regulatory region was rich in H3K27me3 but that its abundance did not change as a consequence of stress. Additionally, under normal conditions, both the regulatory and coding regions contained the typically repressive H3K9me2 mark, which was lost after 30 min of water deprivation. As analogously conjectured for the paralogous gene Asr1, rapidly acquired new Asr2 epialleles in somatic cells due to desiccation might be stable enough and heritable through the germ line across generations, thereby efficiently contributing to constitutive, adaptive gene expression during the evolution of desiccation-tolerant populations or species.",2026-02-13T16:00:54.907243
35147812,Genome-wide identification of StU-box gene family and assessment of their expression in developmental stages of Solanum tuberosum.,2022,"Journal, genetic engineering & biotechnology",Journal Article,Hajibarat Z; Saidi A; Zeinalabedini M,10.1186/s43141-022-00306-7,PMC8837765,https://www.ncbi.nlm.nih.gov/pubmed/35147812,"The Plant U-box (PUB), ubiquitin ligase gene, has a highly conserved domain in potato. However, little information is available about U-box genes in potato (Solanum tuberosum). In this study, 62 U-box genes were detected in the potato genome using bioinformatics methods. Further, motif analysis, gene structure, gene expression, TFBS, and synteny analysis were performed on the U-box genes.",2026-02-13T16:00:55.581280
26082265,"SlDREB2, a tomato dehydration-responsive element-binding 2 transcription factor, mediates salt stress tolerance in tomato and Arabidopsis.",2016,"Plant, cell & environment","Journal Article; Research Support, Non-U.S. Gov't",Hichri I; Muhovski Y; Clippe A,10.1111/pce.12591,NA,https://www.ncbi.nlm.nih.gov/pubmed/26082265,"To counter environmental cues, cultivated tomato (Solanum lycopersicum L.) has evolved adaptive mechanisms requiring regulation of downstream genes. The dehydration-responsive element-binding protein 2 (DREB2) transcription factors regulate abiotic stresses responses in plants. Herein, we isolated a novel DREB2-type regulator involved in salinity response, named SlDREB2. Spatio-temporal expression profile together with investigation of its promoter activity indicated that SlDREB2 is expressed during early stages of seedling establishment and in various vegetative and reproductive organs of adult plants. SlDREB2 is up-regulated in roots and young leaves following exposure to NaCl, but is also induced by KCl and drought. Its overexpression in WT Arabidopsis and atdreb2a mutants improved seed germination and plant growth in presence of different osmotica. In tomato, SlDREB2 affected vegetative and reproductive organs development and the intronic sequence present in the 5' UTR drives its expression. Physiological, biochemical and transcriptomic analyses showed that SlDREB2 enhanced plant tolerance to salinity by improvement of K(+) /Na(+) ratio, and proline and polyamines biosynthesis. Exogenous hormonal treatments (abscisic acid, auxin and cytokinins) and analysis of WT and 35S::SlDREB2 tomatoes hormonal contents highlighted SlDREB2 involvement in abscisic acid biosynthesis/signalling. Altogether, our results provide an overview of SlDREB2 mode of action during early salt stress response.",2026-02-13T16:00:56.181309
27545827,"Plasma Membrane Intrinsic Proteins SlPIP2;1, SlPIP2;7 and SlPIP2;5 Conferring Enhanced Drought Stress Tolerance in Tomato.",2016,Scientific reports,"Journal Article; Research Support, Non-U.S. Gov't",Li R; Wang J; Li S,10.1038/srep31814,PMC4992886,https://www.ncbi.nlm.nih.gov/pubmed/27545827,"The function of aquaporin (AQP) protein in transporting water is crucial for plants to survive in drought stress. With 47 homologues in tomato (Solanum lycopersicum) were reported, but the individual and integrated functions of aquaporins involved in drought response remains unclear. Here, three plasma membrane intrinsic protein genes, SlPIP2;1, SlPIP2;7 and SlPIP2;5, were identified as candidate aquaporins genes because of highly expressed in tomato roots. Assay on expression in Xenopus oocytes demonstrated that SlPIP2s protein displayed water channel activity and facilitated water transport into the cells. With real-time PCR and in situ hybridization analysis, SlPIP2s were considered to be involved in response to drought treatment. To test its function, transgenic Arabidopsis and tomato lines overexpressing SlPIP2;1, SlPIP2;7 or SlPIP2;5 were generated. Compared with wild type, the over-expression of SlPIP2;1, SlPIP2;7 or SlPIP2;5 transgenic Arabidopsis and tomato plants all showed significantly higher hydraulic conductivity levels and survival rates under both normal and drought conditions. Taken together, this study concludes that aquaporins (SlPIP2;1, SlPIP2;7 and SlPIP2;5) contribute substantially to root water uptake in tomato plants through improving plant water content and maintaining osmotic balance.",2026-02-13T16:00:56.830460
24265273,"A new tomato NAC (NAM/ATAF1/2/CUC2) transcription factor, SlNAC4, functions as a positive regulator of fruit ripening and carotenoid accumulation.",2014,Plant & cell physiology,"Journal Article; Research Support, Non-U.S. Gov't",Zhu M; Chen G; Zhou S,10.1093/pcp/pct162,NA,https://www.ncbi.nlm.nih.gov/pubmed/24265273,"Fruit ripening in tomato (Solanum lycopersicum) is a complicated development process affected by both endogenous hormonal and genetic regulators and external signals. Although the role of NOR, a member of the NAC domain family, in mediating tomato fruit ripening has been established, its underlying molecular mechanisms remain unclear. To explore further the role of NAC transcription factors in fruit ripening, we characterized a new tomato NAC domain protein, named SlNAC4, which shows high accumulation in sepal and at the onset of fruit ripening. Various stress treatments including wounding, NaCl, dehydration and low temperature significantly increased the expression of SlNAC4. Reduced expression of SlNAC4 by RNA interference (RNAi) in tomato resulted in delayed fruit ripening, suppressed Chl breakdown and decreased ethylene synthesis mediated mainly through reduced expression of ethylene biosynthesis genes of system-2, and reduced carotenoids by alteration of the carotenoid pathway flux. Transgenic tomato fruits also displayed significant down-regulation of multiple ripening-associated genes, indicating that SlNAC4 functions as a positive regulator of fruit ripening by affecting ethylene synthesis and carotenoid accumulation. Moreover, we also noted that SlNAC4 could not be induced by ethylene and may function upstream of the ripening regulator RIN and positively regulate its expression. Yeast two-hybrid assay further revealed that SlNAC4 could interact with both RIN and NOR protein. These results suggested that ethylene-dependent and -independent processes are regulated by SlNAC4 in the fruit ripening regulatory network.",2026-02-13T16:00:57.573097
41168697,Screening tomato genotypes for early-stage drought tolerance using polyethylene glycol-induced osmotic stress.,2025,BMC plant biology,Journal Article,Yadav PK; Bhujel P; Bhandari N,10.1186/s12870-025-07508-4,PMC12574257,https://www.ncbi.nlm.nih.gov/pubmed/41168697,"Drought stress is a major abiotic constraint to tomato (Solanum lycopersicum L.) production, particularly at early developmental stages. Screening genotypes under controlled osmotic stress is crucial for identifying drought-tolerant cultivars. This study evaluated five tomato genotypes Khumal 2, Monoprecos, NGRCO9569, NGRCO9571, and Srijana for germination and seedling performance under polyethylene glycol (PEG)-induced drought stress to identify resilient candidates for breeding programs.",2026-02-13T16:00:58.268592
29223878,Constitutive gibberellin response in grafted tomato modulates root-to-shoot signaling under drought stress.,2018,Journal of plant physiology,Journal Article,Gaion LA; Monteiro CC; Cruz FJR,10.1016/j.jplph.2017.12.003,NA,https://www.ncbi.nlm.nih.gov/pubmed/29223878,"Plants are sessile organisms that must perceive and respond to various environmental constraints throughout their life cycle. Among these constraints, drought stress has become the main limiting factor to crop production around the world. Water deprivation is perceived primarily by the roots, which efficiently signal the shoot to trigger drought responses in order to maximize a plant's ability to survive. In this study, the tomato (Solanum lycopersicum L.) mutant procera (pro), with a constitutive response to gibberellin (GA), and its near isogenic line cv. Micro-Tom (MT), were used in reciprocal grafting under well-watered and water stress conditions to evaluate the role of GA signaling in root-to-shoot communication during drought stress. Growth, oxidative stress, gene expression, water relations and hormonal content were measured in order to provide insights into GA-mediated adjustments to water stress. All graft combinations with pro (i.e. pro/pro, MT/pro and pro/MT) prevented the reduction of growth under stress conditions without a reduction in oxidative stress. The increase of oxidative stress was followed by upregulation of SlDREB2, a drought-tolerance related gene, in all drought-stressed plants. Scions harboring the pro mutation tended to increase the abscisic acid (ABA) content, independent of the rootstock. Moreover, the GA sensitivity of the rootstock modulated stomatal conductance and water use efficiency under drought stress, indicating GA and ABA crosstalk in the adjustment of growth and water economy.",2026-02-13T16:00:58.879518
7894021,Isolation and characterization of a water-stress-inducible cDNA clone from Solanum chacoense.,1995,Plant molecular biology,Journal Article,Silhavy D; Hutvágner G; Barta E,NA,NA,https://www.ncbi.nlm.nih.gov/pubmed/7894021,"A rich source of valuable genes are wild species. Solanum chacoense Bitter with its extreme resistance to viruses, insects and drought, is a good example. In the present study, a stress gene, designated DS2, has been isolated from S. chacoense. We have shown that the expression of the gene is organ-specific being detected in leaf, stem and stolon, but not in root, tuber or flower. Treatment of detached leaves with abscisic acid (ABA), salicylic acid or methyl jasmonate resulted in only very moderate accumulation of DS2 mRNA. Thus, DS2 represents a very rare type of the water-stress-inducible genes whose signalling pathway is not primarily related to ABA. Based on DNA sequence analysis, DS2 encodes a putative protein starting with 20 amino acids homologous to the ABA- and water-stress-inducible, ripening-related (ASR) proteins of tomato continued by an insert of 155 amino acids structurally similar to certain LEAs (late embryogenesis-abundant proteins) and ending in 88 amino acids homologous again to the ASR sequences and to an unpublished partial cDNA fragment isolated from the root of rice. The N-terminal region of the DS2 protein is hydrophilic with ten 13-mer amino acid motifs and random coil structure. In contrast, the C-terminus predicts an alpha-helix and possesses a bipartite nuclear targeting sequence motif. These data suggest that the function of the DS2 may be the protection of the nuclear DNA from desiccation.",2026-02-13T16:00:59.481643
41148514,Utilization of MADS-Box genes for agricultural advancement: current insights and future prospects.,2025,Molecular biology reports,Journal Article; Review,Tripathi A; Vishwakarma K; Tripathi S,10.1007/s11033-025-11146-2,1947970,https://www.ncbi.nlm.nih.gov/pubmed/41148514,"MADS-box genes constitute a highly conserved family of transcription factors integral to the regulation of a diverse array of plant developmental processes, encompassing floral organ specification, fruit maturation, root architecture and adaptation to abiotic stresses. These transcription factors encode proteins containing the distinctive MADS (MCM1, AGAMOUS, DEFICIENS, and SRF) domain, which mediates DNA binding and orchestrates interaction with co-regulators, thereby enabling the precise transcriptional control of developmental gene networks. Functional characterization through transgenic approaches including overexpression, knockdown, and CRISPR/Cas9-based mutagenesis-has revealed the capacity of MADS-box gene manipulation to modulate key agronomic traits, such as yield potential, as well as resilience to salinity, drought, and temperature fluctuations. In rice, targeted editing of OsMADS18 using CRISPR/Cas9 generated a substantial quantitative variation in tiller and panicle number, demonstrating the direct contribution of MADS-box gene function to biomass and yield performance. Similarly, CRISPR/Cas9-mediated disruption of the RIPENING INHIBITOR (RIN) gene in tomato (Solanum lycopersicum) underscored its central role in regulating fruit ripening, linking MADS-box gene activity to postharvest quality and development. Phylogenomic studies reveal strong conservation of MADS-box gene lineages in monocot grasses, as evidenced by clustered short internal branches, whereas eudicots, particularly Solanaceae present well-differentiated subclades, reflecting lineage-specific diversification events. Notably, network analysis highlight the high connectivity and central regulatory position of many MADS-box proteins, underlining their roles as master integrators of developmental and environmental signalling involved in both floral and vegetative transitions. A mechanistic understanding of these regulatory circuits offers translational opportunities to engineer crops with improved performance and resilience, reinforcing the pivotal role of MADS-box genes in crop improvement.",2026-02-13T16:01:00.282619
